TransactionID,CustomerID,Date,Amount
462,C0154,2026-03-26,1724
463,C0073,2025-10-23,5336
464,C0129,2025-08-05,260
465,C0171,2025-02-11,12512
466,C0039,2025-05-11,11961
467,C0108,2025-06-21,9850
468,C0102,2025-10-02,10028
469,C0044,2025-01-17,529
470,C0057,2026-05-12,8182
471,C0012,2025-11-14,12055
472,C0083,2025-03-22,1950
473,C0118,2025-07-19,6809
474,C0089,2025-09-25,12118
475,C0059,2026-05-04,8244
476,C0026,2025-02-16,11751
477,C0010,2025-01-16,5006
478,C0145,2025-03-27,12737
479,C0135,2025-12-01,9020
480,C0007,2025-05-17,11322
481,C0176,2026-05-13,9218
482,C0082,2025-08-11,5285
483,C0116,2026-02-06,1666
484,C0103,2025-09-30,7893
485,C0159,2025-06-01,7338
486,C0108,2025-07-07,8180
487,C0098,2025-05-11,13682
488,C0168,2025-07-02,7326
489,C0108,2025-02-08,7894
490,C0120,2026-05-12,11979
491,C0093,2026-02-01,11161
492,C0161,2025-01-16,8884
493,C0170,2025-04-18,11913
494,C0055,2025-06-19,745
495,C0158,2025-09-08,13246
496,C0013,2025-05-21,13785
497,C0160,2025-02-08,9205
498,C0029,2026-04-22,12805
499,C0185,2025-09-29,3711
500,C0121,2025-09-23,7269
501,C0153,2025-12-25,4635
502,C0133,2025-01-03,11892
503,C0142,2026-01-11,2233
504,C0068,2025-05-26,14469
505,C0037,2026-03-08,9096
506,C0181,2026-02-03,8256
507,C0088,2025-05-20,10626
508,C0037,2025-03-02,12460
509,C0171,2026-01-15,5005
510,C0039,2026-03-16,7686
511,C0046,2025-12-10,8402
512,C0062,2025-08-14,8078
513,C0052,2025-11-06,9276
514,C0110,2025-11-26,7474
515,C0057,2025-08-06,1136
516,C0003,2026-06-01,1996
517,C0054,2025-02-16,926
518,C0177,2025-04-09,13531
519,C0122,2026-05-05,2666
520,C0178,2025-03-03,7512
521,C0003,2025-06-09,8106
522,C0013,2025-04-30,1092
523,C0089,2025-11-25,4875
524,C0142,2025-12-23,12073
525,C0011,2025-11-19,11074
526,C0029,2025-07-14,5216
527,C0076,2025-06-19,13008
528,C0040,2025-09-18,9810
529,C0187,2025-08-14,9375
530,C0124,2025-02-07,14863
531,C0133,2025-06-25,14113
532,C0146,2026-03-30,8428
533,C0060,2025-04-24,11503
534,C0045,2025-08-12,517
535,C0093,2025-04-25,2945
536,C0067,2025-02-09,14377
537,C0040,2025-10-16,9677
538,C0147,2025-12-02,3439
539,C0092,2025-12-19,1904
540,C0013,2025-12-29,2804
541,C0089,2025-06-19,12843
542,C0191,2026-02-26,4995
543,C0007,2025-05-13,756
544,C0058,2025-01-31,12913
545,C0138,2025-12-29,11900
546,C0158,2025-03-23,2603
547,C0002,2025-10-22,10377
548,C0013,2025-02-15,10082
549,C0113,2025-08-21,2264
550,C0104,2025-08-11,7209
551,C0188,2026-03-24,14900
552,C0163,2025-11-22,10906
553,C0158,2026-03-31,13073
554,C0063,2026-02-16,771
555,C0079,2025-08-10,10476
556,C0022,2025-07-15,7259
557,C0096,2026-04-29,1465
558,C0068,2025-07-11,1240
559,C0012,2026-02-05,8273
560,C0118,2025-01-22,4769
561,C0120,2025-07-29,2553
562,C0014,2025-10-12,5011
563,C0164,2025-08-15,5243
564,C0125,2026-04-05,5326
565,C0029,2025-02-02,8013
566,C0111,2025-03-20,12391
567,C0179,2026-04-04,13057
568,C0026,2026-04-27,9845
569,C0029,2026-05-31,14488
570,C0099,2026-02-01,238
571,C0015,2025-06-06,1298
572,C0116,2025-05-10,14198
573,C0084,2025-01-22,11922
574,C0027,2026-01-17,11903
575,C0092,2025-01-21,6646
576,C0101,2025-03-25,1882
577,C0185,2026-03-29,13898
578,C0001,2025-06-11,2180
579,C0163,2025-09-28,6835
580,C0027,2025-03-01,6773
581,C0145,2025-11-05,8911
582,C0079,2025-01-27,14197
583,C0050,2025-07-18,14922
584,C0093,2026-01-13,3146
585,C0148,2025-06-02,10645
586,C0199,2025-09-30,12357
587,C0084,2026-05-16,316
588,C0130,2025-12-10,783
589,C0139,2025-03-05,3988
590,C0072,2025-10-01,10405
591,C0064,2025-12-04,1589
592,C0095,2025-06-15,9959
593,C0011,2025-10-28,9120
594,C0033,2025-04-12,3696
595,C0136,2025-08-02,3962
596,C0088,2026-02-05,6931
597,C0121,2025-02-15,5991
598,C0080,2025-11-06,13597
599,C0092,2025-08-30,14531
600,C0097,2025-01-02,6568
601,C0033,2025-04-26,8033
602,C0150,2025-04-13,10633
603,C0166,2025-03-31,1909
604,C0122,2025-05-23,3241
605,C0106,2026-03-04,13816
606,C0104,2025-11-13,6282
607,C0123,2025-01-09,7117
608,C0073,2025-12-25,10662
609,C0160,2026-01-05,9107
610,C0008,2025-11-14,9499
611,C0062,2025-04-21,8642
612,C0127,2025-01-07,658
613,C0084,2025-07-27,1099
614,C0134,2025-11-10,221
615,C0154,2026-05-30,7494
616,C0041,2025-01-14,13458
617,C0012,2025-03-28,11987
618,C0141,2025-10-28,1466
619,C0122,2025-05-27,3838
620,C0100,2025-11-05,4990
621,C0032,2025-11-03,8179
622,C0082,2025-12-18,8703
623,C0105,2025-02-28,11363
624,C0035,2026-03-21,6436
625,C0182,2025-07-26,552
626,C0135,2025-11-28,12280
627,C0094,2025-06-08,10369
628,C0189,2025-01-24,8795
629,C0037,2026-05-31,11171
630,C0108,2026-01-17,6875
631,C0188,2025-06-01,1912
632,C0179,2026-02-24,9665
633,C0117,2026-05-27,12203
634,C0066,2025-12-01,9833
635,C0164,2025-10-22,12401
636,C0115,2025-07-05,9661
637,C0125,2025-09-25,3914
638,C0018,2025-01-21,3158
639,C0099,2026-06-04,10539
640,C0087,2025-10-25,9331
641,C0014,2025-11-30,201
642,C0119,2025-10-20,12397
643,C0041,2025-11-14,1725
644,C0060,2026-01-16,1846
645,C0014,2026-05-19,2478
646,C0084,2025-05-10,4014
647,C0070,2025-05-25,11330
648,C0089,2025-01-28,2313
649,C0163,2025-08-17,4556
650,C0193,2026-02-28,4755
651,C0184,2025-10-28,7262
652,C0047,2025-10-14,3666
653,C0010,2025-09-27,11031
654,C0093,2025-12-27,9672
655,C0133,2025-10-03,6095
656,C0171,2026-05-28,10752
657,C0064,2025-10-11,3392
658,C0107,2025-07-23,10604
659,C0049,2026-05-12,10047
660,C0044,2025-06-05,1590
661,C0134,2025-09-08,1156
662,C0148,2025-11-30,1168
663,C0037,2025-01-20,481
664,C0029,2025-01-01,6462
665,C0035,2025-07-17,10924
666,C0059,2025-06-10,9400
667,C0179,2025-07-25,9427
668,C0020,2025-08-30,1439
669,C0043,2025-05-06,12457
670,C0050,2025-07-04,5542
671,C0184,2026-05-10,6770
672,C0178,2026-03-04,13805
673,C0084,2025-05-31,6727
674,C0126,2025-11-04,13847
675,C0178,2026-01-10,7375
676,C0085,2025-05-09,9406
677,C0008,2025-12-18,13869
678,C0005,2026-05-10,12573
679,C0175,2025-07-12,14846
680,C0119,2025-08-06,10866
681,C0158,2025-04-24,12441
682,C0145,2025-10-30,12344
683,C0076,2025-12-11,5109
684,C0196,2025-01-01,13798
685,C0142,2025-02-22,9719
686,C0069,2025-12-27,12065
687,C0190,2025-08-08,4233
688,C0192,2025-06-10,8048
689,C0089,2025-06-08,688
690,C0068,2026-01-16,3373
691,C0132,2025-01-19,3753
692,C0082,2026-02-01,1200
693,C0023,2025-12-31,5650
694,C0129,2025-12-10,8389
695,C0054,2026-03-31,10016
696,C0143,2025-03-06,11539
697,C0199,2025-05-23,9308
698,C0147,2026-04-18,1640
699,C0049,2026-05-12,14826
700,C0172,2025-04-12,14497
701,C0011,2025-01-03,6428
702,C0026,2025-11-24,3063
703,C0194,2026-03-30,10339
704,C0117,2025-08-09,1377
705,C0153,2025-01-12,5452
706,C0048,2025-10-20,11414
707,C0044,2025-02-12,9335
708,C0087,2025-11-22,10937
709,C0108,2026-03-03,9396
710,C0021,2026-02-11,9406
711,C0080,2025-04-27,5443
712,C0143,2025-02-20,12246
713,C0068,2025-05-21,12957
714,C0019,2025-11-30,6212
715,C0196,2026-01-08,12027
716,C0027,2025-06-05,14826
717,C0136,2025-05-24,305
718,C0164,2025-01-02,12408
719,C0077,2025-03-31,11808
720,C0094,2026-04-04,1486
721,C0095,2025-04-18,13550
722,C0141,2025-06-08,3854
723,C0191,2025-11-08,8305
724,C0189,2025-10-25,5247
725,C0036,2025-03-25,9867
726,C0118,2026-01-20,5491
727,C0120,2025-12-28,11330
728,C0141,2025-04-28,1500
729,C0137,2025-01-26,4816
730,C0015,2025-01-10,13471
731,C0122,2025-06-01,5015
732,C0049,2025-06-03,13346
733,C0037,2025-02-19,7007
734,C0019,2025-03-01,3473
735,C0089,2025-05-26,5210
736,C0164,2026-03-15,14777
737,C0069,2026-04-28,3379
738,C0161,2026-03-08,3052
739,C0143,2026-02-23,1187
740,C0199,2025-06-09,9938
741,C0138,2025-03-18,6852
742,C0185,2025-09-11,5216
743,C0002,2025-11-16,14314
744,C0007,2026-01-09,6980
745,C0167,2026-04-04,13486
746,C0024,2025-10-29,11994
747,C0068,2025-08-06,1325
748,C0042,2025-10-15,9582
749,C0109,2025-02-05,13231
750,C0097,2025-03-14,5672
751,C0123,2025-03-11,2672
752,C0196,2026-06-01,2675
753,C0027,2025-06-09,14684
754,C0008,2025-08-18,1935
755,C0050,2025-03-08,11453
756,C0044,2026-01-16,12545
757,C0003,2025-12-08,5449
758,C0172,2025-07-28,4074
759,C0098,2026-04-16,14309
760,C0116,2025-09-21,861
761,C0044,2026-03-18,12011
762,C0197,2026-04-22,10726
763,C0047,2025-11-07,407
764,C0106,2026-03-22,7013
765,C0121,2025-02-24,11351
766,C0012,2026-02-04,10323
767,C0136,2026-05-30,1879
768,C0030,2025-08-25,7646
769,C0092,2025-04-14,13117
770,C0005,2025-09-05,8755
771,C0065,2025-10-13,348
772,C0084,2026-02-10,7321
773,C0200,2025-06-10,1212
774,C0016,2026-04-05,9915
775,C0142,2026-04-26,5982
776,C0114,2025-12-27,540
777,C0002,2026-03-25,6162
778,C0067,2025-06-29,10117
779,C0151,2025-07-15,4606
780,C0006,2026-02-23,8797
781,C0171,2025-05-23,4637
782,C0060,2025-04-11,8635
783,C0012,2025-08-27,760
784,C0042,2026-03-05,2026
785,C0158,2025-08-04,12465
786,C0158,2026-04-07,8525
787,C0067,2025-01-07,13435
788,C0014,2025-03-14,12886
789,C0149,2025-05-10,3178
790,C0020,2025-09-23,5856
791,C0194,2025-09-10,13800
792,C0164,2025-04-05,6101
793,C0065,2025-04-20,14871
794,C0054,2025-08-26,14916
795,C0180,2026-04-28,2160
796,C0134,2025-01-25,5972
797,C0117,2026-04-27,3164
798,C0196,2025-03-20,14091
799,C0173,2025-01-12,8167
800,C0128,2025-04-02,12116
801,C0031,2026-03-23,12877
802,C0160,2025-02-12,4549
803,C0130,2025-03-01,11102
804,C0031,2026-06-01,10345
805,C0010,2025-12-11,4937
806,C0126,2025-09-10,10342
807,C0056,2026-04-08,8848
808,C0083,2025-04-09,12636
809,C0073,2025-06-05,12677
810,C0115,2025-09-20,8791
811,C0097,2025-09-17,14283
812,C0103,2025-04-11,1582
813,C0124,2025-08-09,9211
814,C0164,2025-05-04,4717
815,C0178,2025-03-04,9900
816,C0116,2026-04-28,14690
817,C0092,2026-03-31,10156
818,C0086,2026-05-25,13694
819,C0130,2026-02-09,2493
820,C0079,2026-04-16,8193
821,C0120,2026-02-27,9292
822,C0065,2025-01-13,6556
823,C0181,2025-12-04,14508
824,C0173,2025-06-13,8856
825,C0188,2026-01-30,4998
826,C0149,2025-11-04,6087
827,C0183,2026-05-25,6027
828,C0034,2025-08-15,14256
829,C0180,2026-02-26,10993
830,C0021,2026-02-01,2872
831,C0105,2025-07-11,216
832,C0120,2026-01-28,8816
833,C0129,2025-05-10,771
834,C0048,2025-01-29,9512
835,C0010,2025-08-30,4097
836,C0188,2025-08-20,9180
837,C0028,2025-07-19,7288
838,C0079,2025-06-22,13927
839,C0172,2026-03-25,6430
840,C0101,2025-01-08,5140
841,C0200,2026-05-20,12574
842,C0043,2026-01-20,7988
843,C0179,2026-02-12,7850
844,C0152,2025-01-17,1868
845,C0148,2025-10-04,12719
846,C0058,2026-01-01,10066
847,C0180,2026-02-03,5530
848,C0135,2026-05-14,8954
849,C0186,2025-09-18,9164
850,C0094,2025-12-18,10959
851,C0064,2025-05-18,9965
852,C0111,2026-01-03,11683
853,C0081,2025-08-11,12111
854,C0104,2025-11-25,3209
855,C0178,2026-01-17,7179
856,C0078,2025-06-18,12704
857,C0122,2025-04-29,4485
858,C0114,2025-05-29,3947
859,C0140,2026-05-03,969
860,C0118,2025-06-09,14886
861,C0144,2025-10-15,11751
862,C0124,2025-08-14,8914
863,C0010,2025-09-30,9327
864,C0146,2025-07-02,12432
865,C0153,2026-05-03,6146
866,C0078,2025-05-04,7328
867,C0114,2026-02-18,14491
868,C0172,2025-10-15,885
869,C0113,2025-05-02,9959
870,C0119,2025-02-08,10936
871,C0012,2025-08-21,11382
872,C0018,2025-05-29,11860
873,C0149,2025-10-29,7727
874,C0135,2025-08-24,10151
875,C0086,2025-08-23,9760
